trading_day,session_id,scan_id,observed_at,market_session,is_auto_entry_window,candidate_key,symbol,direction,setup_type,option_ticker,top_candidate,final_signal,action_status,action_reason,realtime_ready,blocked_by,realtime_block_reason,option_quote_freshness,option_quote_timestamp,option_quote_checked_at,option_quote_timeframe,option_quote_source,option_quote_timestamp_field,option_quote_age_minutes,option_quote_age_seconds,option_quote_allowed_age_seconds,option_quote_freshness_reason,option_quote_retry_count,option_quote_latency_ms,option_quote_refresh_time,option_quality_score,option_spread_pct,expiration_bucket,affordable,affordability_status,option_contract_cost,setup_percent,rr,entry_price,stop_loss,take_profit,market_regime,reference_regime,score,candidate_rank,entry_readiness,trend_health,previous_rank,rank_change,promotion_reason,demotion_reason,state_label
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,MU|EMA_PULLBACK|EMA_PULLBACK|,MU,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,RISK_REJECTED,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,33,3.15,,898.26,917.93,HIGH_VOLATILITY,HIGH_VOLATILITY,4.0,14,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|RISK_REJECTED
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,PLTR|EMA_PULLBACK|EMA_PULLBACK|,PLTR,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,LOW_RR,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,56,1.03,,122.63,123.89,RANGE_BOUND,HIGH_VOLATILITY,8.2,17,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|LOW_RR
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,NFLX|EMA_PULLBACK|EMA_PULLBACK|,NFLX,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,LOW_RR,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,1.18,,72.32,73.11,RANGE_BOUND,HIGH_VOLATILITY,9.2,1,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|LOW_RR
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,CRWD|NO_ENTRY|NO_ENTRY|,CRWD,NO_ENTRY,NO_ENTRY,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,NO_ENTRY_TRIGGER,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,2.33,,184.93,188.49,TRENDING_BULL,HIGH_VOLATILITY,12.0,15,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,SMCI|EMA_PULLBACK|EMA_PULLBACK|,SMCI,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,RISK_REJECTED,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,1.88,,28.26,28.69,HIGH_VOLATILITY,HIGH_VOLATILITY,11.5,8,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|RISK_REJECTED
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,SPCX|NO_ENTRY|NO_ENTRY|,SPCX,NO_ENTRY,NO_ENTRY,,,NEUTRAL,NO_TRADE_MARKET_CLOSED,Market closed; no live intraday trade,False,NO_DIRECTIONAL_EDGE,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,RANGE_BOUND,HIGH_VOLATILITY,0.0,3,,,,,,,NO_TRADE_MARKET_CLOSED|NO_OPTION|NOT_READY|NO_DIRECTIONAL_EDGE
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,SMH|EMA_PULLBACK|EMA_PULLBACK|,SMH,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,LOW_RR,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,1.4,,548.01,555.04,RANGE_BOUND,HIGH_VOLATILITY,9.8,9,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|LOW_RR
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,ARM|EMA_PULLBACK|EMA_PULLBACK|,ARM,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,RISK_REJECTED,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,1.79,,246.69,251.87,HIGH_VOLATILITY,HIGH_VOLATILITY,8.0,16,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|RISK_REJECTED
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,TSM|NO_ENTRY|NO_ENTRY|,TSM,NO_ENTRY,NO_ENTRY,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,NO_ENTRY_TRIGGER,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,45,2.33,,409.46,417.92,TRENDING_BULL,HIGH_VOLATILITY,7.5,6,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,INTC|EMA_PULLBACK|EMA_PULLBACK|,INTC,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,RISK_REJECTED,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,53,2.36,,94.65,96.36,HIGH_VOLATILITY,HIGH_VOLATILITY,7.5,5,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|RISK_REJECTED
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,AMAT|NO_ENTRY|NO_ENTRY|,AMAT,NO_ENTRY,NO_ENTRY,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,NO_ENTRY_TRIGGER,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,53,2.22,,513.36,534.73,HIGH_VOLATILITY,HIGH_VOLATILITY,9.0,10,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,LRCX|NO_ENTRY|NO_ENTRY|,LRCX,NO_ENTRY,NO_ENTRY,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,NO_ENTRY_TRIGGER,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,47,2.22,,302.11,313.41,HIGH_VOLATILITY,HIGH_VOLATILITY,7.5,11,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,MRVL|EMA_PULLBACK|EMA_PULLBACK|,MRVL,EMA_PULLBACK,EMA_PULLBACK,,BULLISH_TOP_3,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,RISK_REJECTED,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,57,2.5,,193.86,198.62,HIGH_VOLATILITY,HIGH_VOLATILITY,8.0,22,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|RISK_REJECTED
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,ORCL|EMA_PULLBACK|EMA_PULLBACK|,ORCL,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,RISK_REJECTED,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,40,1.73,,128.55,130.32,HIGH_VOLATILITY,HIGH_VOLATILITY,6.0,12,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|RISK_REJECTED
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,PANW|NO_ENTRY|NO_ENTRY|,PANW,NO_ENTRY,NO_ENTRY,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,NO_ENTRY_TRIGGER,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,56,1.23,,324.62,328.26,RANGE_BOUND,HIGH_VOLATILITY,9.2,23,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,2026-07-31_003816,2026-07-31 00:39:12,PREMARKET,False,SOXL|NO_ENTRY|NO_ENTRY|,SOXL,NO_ENTRY,NO_ENTRY,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,NO_ENTRY_TRIGGER,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,55,2.22,,121.94,130.45,HIGH_VOLATILITY,HIGH_VOLATILITY,9.5,4,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,QQQ|EMA_PULLBACK|EMA_PULLBACK|,QQQ,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,LOW_RR,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,0.72,,684.84,690.77,RANGE_BOUND,HIGH_VOLATILITY,9.2,15,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|LOW_RR
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,SPY|EMA_PULLBACK|EMA_PULLBACK|,SPY,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,LOW_RR,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,0.37,,739.61,744.7,LOW_VOLATILITY,HIGH_VOLATILITY,9.8,24,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|LOW_RR
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,NVDA|EMA_PULLBACK|EMA_PULLBACK|,NVDA,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,LOW_RR,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,1.14,,195.85,197.96,TRENDING_BULL,HIGH_VOLATILITY,13.5,9,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|LOW_RR
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,AAPL|EMA_REJECTION_SHORT|EMA_REJECTION_SHORT|,AAPL,EMA_REJECTION_SHORT,EMA_REJECTION_SHORT,,BEARISH_TOP_1,BEARISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,RISK_REJECTED,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,40,2.3,,315.64,304.73,HIGH_VOLATILITY,HIGH_VOLATILITY,-5.5,26,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|RISK_REJECTED
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,MSFT|NO_ENTRY|NO_ENTRY|,MSFT,NO_ENTRY,NO_ENTRY,,,NEUTRAL,NO_TRADE_MARKET_CLOSED,Market closed; no live intraday trade,False,NO_DIRECTIONAL_EDGE,,,,,,,,,,,,,,,,,,,,,8,0.0,,,,RANGE_BOUND,HIGH_VOLATILITY,-1.2,1,,,,,,,NO_TRADE_MARKET_CLOSED|NO_OPTION|NOT_READY|NO_DIRECTIONAL_EDGE
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,AMZN|EMA_PULLBACK|EMA_PULLBACK|,AMZN,EMA_PULLBACK,EMA_PULLBACK,,BULLISH_TOP_2,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,RISK_REJECTED,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,2.76,,256.27,262.77,HIGH_VOLATILITY,HIGH_VOLATILITY,8.5,19,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|RISK_REJECTED
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,META|EMA_PULLBACK|EMA_PULLBACK|,META,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,LOW_RR,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,39,1.16,,540.04,545.89,RANGE_BOUND,HIGH_VOLATILITY,5.8,17,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|LOW_RR
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,TSLA|NO_ENTRY|NO_ENTRY|,TSLA,NO_ENTRY,NO_ENTRY,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,NO_ENTRY_TRIGGER,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,24,0.78,,307.55,310.3,RANGE_BOUND,HIGH_VOLATILITY,4.2,25,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,AMD|NO_ENTRY|NO_ENTRY|,AMD,NO_ENTRY,NO_ENTRY,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,NO_ENTRY_TRIGGER,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,47,2.22,,494.37,510.12,HIGH_VOLATILITY,HIGH_VOLATILITY,7.5,14,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,AVGO|EMA_PULLBACK|EMA_PULLBACK|,AVGO,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,LOW_RR,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,1.08,,388.65,392.7,RANGE_BOUND,HIGH_VOLATILITY,9.8,8,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|LOW_RR
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,MU|EMA_PULLBACK|EMA_PULLBACK|,MU,EMA_PULLBACK,EMA_PULLBACK,,BULLISH_TOP_1,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,RISK_REJECTED,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,57,3.26,,898.2,918.65,HIGH_VOLATILITY,HIGH_VOLATILITY,7.5,11,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|RISK_REJECTED
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,PLTR|EMA_PULLBACK|EMA_PULLBACK|,PLTR,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,LOW_RR,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,58,1.02,,122.63,123.88,RANGE_BOUND,HIGH_VOLATILITY,8.2,23,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|LOW_RR
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,NFLX|EMA_PULLBACK|EMA_PULLBACK|,NFLX,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,LOW_RR,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,1.16,,72.32,73.1,RANGE_BOUND,HIGH_VOLATILITY,9.2,2,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|LOW_RR
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,CRWD|NO_ENTRY|NO_ENTRY|,CRWD,NO_ENTRY,NO_ENTRY,,BULLISH_TOP_3,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,NO_ENTRY_TRIGGER,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,2.33,,184.98,188.37,TRENDING_BULL,HIGH_VOLATILITY,13.0,16,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,SMCI|EMA_PULLBACK|EMA_PULLBACK|,SMCI,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,RISK_REJECTED,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,1.53,,28.23,28.68,HIGH_VOLATILITY,HIGH_VOLATILITY,10.0,12,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|RISK_REJECTED
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,SPCX|NO_ENTRY|NO_ENTRY|,SPCX,NO_ENTRY,NO_ENTRY,,,NEUTRAL,NO_TRADE_MARKET_CLOSED,Market closed; no live intraday trade,False,NO_DIRECTIONAL_EDGE,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,RANGE_BOUND,HIGH_VOLATILITY,0.0,3,,,,,,,NO_TRADE_MARKET_CLOSED|NO_OPTION|NOT_READY|NO_DIRECTIONAL_EDGE
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,SMH|NO_ENTRY|NO_ENTRY|,SMH,NO_ENTRY,NO_ENTRY,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,NO_ENTRY_TRIGGER,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,50,1.25,,548.18,554.39,RANGE_BOUND,HIGH_VOLATILITY,7.8,7,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,ARM|EMA_PULLBACK|EMA_PULLBACK|,ARM,EMA_PULLBACK,EMA_PULLBACK,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,RISK_REJECTED,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,59,1.7,,246.55,251.96,HIGH_VOLATILITY,HIGH_VOLATILITY,8.5,18,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|RISK_REJECTED
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,TSM|NO_ENTRY|NO_ENTRY|,TSM,NO_ENTRY,NO_ENTRY,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,NO_ENTRY_TRIGGER,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,47,2.33,,409.55,417.71,TRENDING_BULL,HIGH_VOLATILITY,7.5,6,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,2026-07-31_004034,2026-07-31 00:41:29,PREMARKET,False,INTC|NO_ENTRY|NO_ENTRY|,INTC,NO_ENTRY,NO_ENTRY,,,BULLISH,STALE_STOCK_DATA,Stock aggregate data is not real-time,False,NO_ENTRY_TRIGGER,REALTIME_STOCK_DATA_REQUIRED,,,,,,,,,,,,,,,,,,,,49,2.22,,94.02,97.7,HIGH_VOLATILITY,HIGH_VOLATILITY,7.5,5,,,,,,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER
