trading_day,scan_id,observed_at,symbol,score,category_score,setup,action,blocked_reason,top_candidate,candidate_scan_count,candidate_best_score,candidate_score_delta,candidate_strengthening,market_move_pct,final_outcome
2026-07-31,2026-07-31_003816,2026-07-31T00:39:14.541582-04:00,SPCX,0.0,-3,NO_ENTRY,NO_TRADE_MARKET_CLOSED,NO_DIRECTIONAL_EDGE,,,,,,-2.35,NO_REPLAY
2026-07-31,2026-07-31_003816,2026-07-31T00:39:14.541582-04:00,SMH,9.8,7,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,5.7,NO_REPLAY
2026-07-31,2026-07-31_003816,2026-07-31T00:39:14.541582-04:00,ARM,8.0,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,1.06,NO_REPLAY
2026-07-31,2026-07-31_003816,2026-07-31T00:39:14.541582-04:00,TSM,7.5,8,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,6.38,NO_REPLAY
2026-07-31,2026-07-31_003816,2026-07-31T00:39:14.541582-04:00,INTC,7.5,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,11.69,NO_REPLAY
2026-07-31,2026-07-31_003816,2026-07-31T00:39:14.541582-04:00,AMAT,9.0,9,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,10.17,NO_REPLAY
2026-07-31,2026-07-31_003816,2026-07-31T00:39:14.541582-04:00,LRCX,7.5,8,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,6.72,NO_REPLAY
2026-07-31,2026-07-31_003816,2026-07-31T00:39:14.541582-04:00,MRVL,8.0,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,BULLISH_TOP_3,,,,,13.2,NO_REPLAY
2026-07-31,2026-07-31_003816,2026-07-31T00:39:14.541582-04:00,ORCL,6.0,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,7.18,NO_REPLAY
2026-07-31,2026-07-31_003816,2026-07-31T00:39:14.541582-04:00,PANW,9.2,6,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,2.63,NO_REPLAY
2026-07-31,2026-07-31_003816,2026-07-31T00:39:14.541582-04:00,SOXL,9.5,7,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,21.21,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,QQQ,9.2,6,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,2.37,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,SPY,9.8,5,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,1.25,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,NVDA,13.5,8,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,1.55,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,AAPL,-5.5,-6,EMA_REJECTION_SHORT,STALE_STOCK_DATA,RISK_REJECTED,BEARISH_TOP_1,,,,,-6.84,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,MSFT,-1.2,3,NO_ENTRY,NO_TRADE_MARKET_CLOSED,NO_DIRECTIONAL_EDGE,,,,,,5.09,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,AMZN,8.5,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,BULLISH_TOP_2,,,,,10.49,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,META,5.8,4,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,2.59,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,TSLA,4.2,-3,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,1.48,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,AMD,7.5,6,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,10.08,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,AVGO,9.8,5,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,2.92,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,MU,7.5,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,BULLISH_TOP_1,,,,,15.24,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,PLTR,8.2,5,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,1.02,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,NFLX,9.2,4,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,0.74,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,CRWD,13.0,9,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,BULLISH_TOP_3,,,,,2.3,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,SMCI,10.0,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,6.32,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,SPCX,0.0,-3,NO_ENTRY,NO_TRADE_MARKET_CLOSED,NO_DIRECTIONAL_EDGE,,,,,,-2.46,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,SMH,7.8,7,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,5.54,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,ARM,8.5,8,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,0.23,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,TSM,7.5,8,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,6.46,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,INTC,7.5,6,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,11.51,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,AMAT,9.0,9,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,10.27,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,LRCX,9.5,8,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,6.3,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,MRVL,9.0,6,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,13.31,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,ORCL,6.0,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,6.99,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,PANW,11.0,8,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,3.14,NO_REPLAY
2026-07-31,2026-07-31_004034,2026-07-31T00:41:30.665517-04:00,SOXL,5.5,7,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,20.93,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,QQQ,11.2,6,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,2.49,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,SPY,9.8,5,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,1.2,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,NVDA,13.5,8,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,1.59,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,AAPL,-5.5,-6,EMA_REJECTION_SHORT,STALE_STOCK_DATA,RISK_REJECTED,BEARISH_TOP_1,,,,,-7.04,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,MSFT,0.0,3,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,5.11,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,AMZN,9.5,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,BULLISH_TOP_1,,,,,10.82,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,META,4.8,4,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,3.34,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,TSLA,3.2,-3,NO_ENTRY,NO_TRADE_MARKET_CLOSED,NO_DIRECTIONAL_EDGE,,,,,,1.43,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,AMD,3.0,5,NO_ENTRY,NO_TRADE_MARKET_CLOSED,NO_DIRECTIONAL_EDGE,,,,,,10.4,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,AVGO,8.8,5,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,3.23,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,MU,7.5,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,BULLISH_TOP_2,,,,,17.04,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,PLTR,8.2,5,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,1.16,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,NFLX,8.2,4,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,0.64,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,CRWD,13.0,9,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,BULLISH_TOP_3,,,,,2.12,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,SMCI,9.0,7,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,6.36,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,SPCX,0.0,-3,NO_ENTRY,NO_TRADE_MARKET_CLOSED,NO_DIRECTIONAL_EDGE,,,,,,-2.49,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,SMH,9.8,7,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,5.63,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,ARM,8.0,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,1.87,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,TSM,7.5,8,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,6.38,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,INTC,7.5,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,11.69,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,AMAT,9.0,9,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,9.93,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,LRCX,10.5,8,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,6.12,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,MRVL,7.0,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,13.3,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,ORCL,7.0,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,7.18,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,PANW,9.2,6,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,2.82,NO_REPLAY
2026-07-31,2026-07-31_005221,2026-07-31T00:53:18.545011-04:00,SOXL,7.5,7,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,21.4,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,QQQ,11.2,6,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,2.49,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,SPY,9.8,5,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,1.2,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,NVDA,13.5,8,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,1.59,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,AAPL,-5.5,-6,EMA_REJECTION_SHORT,STALE_STOCK_DATA,RISK_REJECTED,BEARISH_TOP_1,,,,,-7.04,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,MSFT,0.0,3,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,5.11,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,AMZN,9.5,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,BULLISH_TOP_1,,,,,10.82,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,META,4.8,4,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,3.34,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,TSLA,3.2,-3,NO_ENTRY,NO_TRADE_MARKET_CLOSED,NO_DIRECTIONAL_EDGE,,,,,,1.43,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,AMD,3.0,5,NO_ENTRY,NO_TRADE_MARKET_CLOSED,NO_DIRECTIONAL_EDGE,,,,,,10.4,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,AVGO,8.8,5,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,3.23,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,MU,7.5,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,BULLISH_TOP_2,,,,,17.04,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,PLTR,8.2,5,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,1.16,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,NFLX,8.2,4,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,0.64,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,CRWD,13.0,9,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,BULLISH_TOP_3,,,,,2.12,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,SMCI,9.0,7,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,6.36,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,SPCX,0.0,-3,NO_ENTRY,NO_TRADE_MARKET_CLOSED,NO_DIRECTIONAL_EDGE,,,,,,-2.49,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,SMH,9.8,7,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,5.63,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,ARM,8.0,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,1.87,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,TSM,7.5,8,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,6.4,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,INTC,7.5,6,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,11.69,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,AMAT,9.0,9,EMA_PULLBACK,STALE_STOCK_DATA,LOW_RR,,,,,,10.6,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,LRCX,10.5,8,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,6.67,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,MRVL,8.0,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,13.27,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,ORCL,7.0,6,EMA_PULLBACK,STALE_STOCK_DATA,RISK_REJECTED,,,,,,7.22,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,PANW,9.2,6,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,3.2,NO_REPLAY
2026-07-31,2026-07-31_011159,2026-07-31T01:12:56.811089-04:00,SOXL,8.5,7,NO_ENTRY,STALE_STOCK_DATA,NO_ENTRY_TRIGGER,,,,,,21.35,NO_REPLAY
