"run_type","symbol","final_signal","entry","setup_category","setup_grade","setup_percent","scanner_final_signal","scanner_context_source","scanner_score_15m","alignment_score","entry_price","stop_price","target_price","close_price","planned_rr","rs_rank_score","rs_vs_qqq","rs_vs_spy","relative_volume","atr_pct","market_regime","reference_regime","regime_blocked","regime_block_reason","sector_group","sector_reference","sector_rs","sector_strength","strength_rank","weakness_rank","top_5_strongest","top_5_weakest","watchlist_advancers","watchlist_decliners","watchlist_breadth_score","above_vwap_pct","above_ema20_pct","market_data_delay_minutes","realtime_confirmation_needed","tradingview_check_status","option_ticker","option_bid","option_ask","option_mid","option_strike","option_expiration","option_spread_pct","option_volume","option_open_interest","option_delta","option_theta","option_iv","option_gamma","expiration_bucket","expiration_risk","option_quality_score","option_liquidity_grade","option_quality_reasons","option_quote_freshness","option_quote_age_minutes","event_blocked","event_block_reason","action_status","blocked_by","action_reason","next_condition","paper_trade","entry_source","trade_mode","include_in_strategy_stats","live_confirmed","opened_at","closed_at","exit_reason","replay_outcome","pnl_pct","r_multiple","reasons","trading_day","session_id","scan_id","trade_id","timestamp","scan_timestamp","trade_key"
"paper_trade","NVDA","PUT","EMA_REJECTION_SHORT","EMA_REJECTION_SHORT","","93.0","HIGH CONVICTION BEARISH","entry","-10.0","-10.5","193.3","194.16","191.76","196.839","1.8","-0.71","-1.45","0.03","0.18","0.44","TRENDING_BEAR","HIGH_VOLATILITY","False","","SEMIS","SMH","-5.22","LAGGING","","","SOXL, MU, ARM, AMD, INTC","META, AAPL, SPCX, PLTR, PANW","22","4","69.23","69.23","88.46","0.22","False","NOT_REQUIRED","O:NVDA260814P00190000","4.4","4.65","4.675","190.0","2026-08-14","3.16","714.0","4260.0","-0.3954294776251168","-0.19413462332727308","0.3996001347997154","0.024707498893031178","PREFERRED_14_30","PREFERRED_SWING_WINDOW","100.0","A","preferred DTE window","LIVE_QUOTE","0.0","False","","REVIEW_TV_CHART","RR_BELOW_THRESHOLD","RR_BELOW_THRESHOLD","Wait for confirm","True","AUTO_PAPER_REVIEW_VALIDATION","PAPER","False","True","2026-07-30 14:23:04","2026-07-31 00:38:27","Hard stop hit (short)","LOSS","-1.83","-4.12","Auto paper review validation entry: REVIEW_TV_CHART_VALIDATION_ELIGIBLE","2026-07-31","paper_validation_2026-07-31","2026-07-31_003827","d2dd8a42-578d-4d4e-b9db-ee5418480a9e","2026-07-30 23:38:27","2026-07-30 23:38:27","NVDA|O:NVDA260814P00190000|2026-07-30 14:23:04"
