trading_day,session_id,candidate_key,symbol,direction,setup_type,option_ticker,previous_state,new_state,state_started_at,state_ended_at,duration_minutes,market_session,from_action_status,to_action_status,from_quote_freshness,to_quote_freshness,from_realtime_ready,to_realtime_ready,previous_rank,new_rank,rank_change,promotion_reason,demotion_reason,reason
2026-07-31,paper_validation_2026-07-31,AMD|NO_ENTRY|NO_ENTRY|,AMD,NO_ENTRY,NO_ENTRY,,NO_TRADE_MARKET_CLOSED|NO_OPTION|NOT_READY|NO_DIRECTIONAL_EDGE,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER,2026-07-31 00:39:12,2026-07-31 00:41:29,2.28,PREMARKET,NO_TRADE_MARKET_CLOSED,STALE_STOCK_DATA,,,False,False,20,14,6,Stock aggregate data is not real-time,,NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,MSFT|NO_ENTRY|NO_ENTRY|,MSFT,NO_ENTRY,NO_ENTRY,,NO_TRADE_MARKET_CLOSED|NO_OPTION|NOT_READY|NO_DIRECTIONAL_EDGE,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER,2026-07-31 00:39:12,2026-07-31 00:53:16,14.07,PREMARKET,NO_TRADE_MARKET_CLOSED,STALE_STOCK_DATA,,,False,False,1,1,0,,,NO_ENTRY_TRIGGER
2026-07-31,paper_validation_2026-07-31,TSLA|NO_ENTRY|NO_ENTRY|,TSLA,NO_ENTRY,NO_ENTRY,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER,NO_TRADE_MARKET_CLOSED|NO_OPTION|NOT_READY|NO_DIRECTIONAL_EDGE,2026-07-31 00:39:12,2026-07-31 00:53:16,14.07,PREMARKET,STALE_STOCK_DATA,NO_TRADE_MARKET_CLOSED,,,False,False,25,26,-1,,Market closed; no live intraday trade,NO_DIRECTIONAL_EDGE
2026-07-31,paper_validation_2026-07-31,AMD|NO_ENTRY|NO_ENTRY|,AMD,NO_ENTRY,NO_ENTRY,,STALE_STOCK_DATA|NO_OPTION|NOT_READY|NO_ENTRY_TRIGGER,NO_TRADE_MARKET_CLOSED|NO_OPTION|NOT_READY|NO_DIRECTIONAL_EDGE,2026-07-31 00:41:29,2026-07-31 00:53:16,11.78,PREMARKET,STALE_STOCK_DATA,NO_TRADE_MARKET_CLOSED,,,False,False,14,18,-4,,Market closed; no live intraday trade,NO_DIRECTIONAL_EDGE
