candidate_id,trading_day,symbol,direction,setup,first_seen_at,last_seen_at,scan_count,rr,setup_score,entry_timing_score,entry_timing_grade,trade_quality_score,entry_priority_adjustment,expected_remaining_trend,projected_entry_grade,ranking_score,candidate_rank,holding_profile,option_quality,trend_health,regime,top_candidate,quote_freshness,rule_evaluation,scanner_recommendation,execution_eligibility,execution_outcome,execution_reason,trade_status,telegram_status,telegram_reason,decision,latest_decision,first_actionable_decision,first_actionable_at,first_actionable_scan_id,decision_history,auto_paper_decision,auto_paper_blocked_by,suggestion_status,paper_trade_status,entered,replay_outcome,target_first,stop_first,winner,missed_winner,final_r,trend_capture,mfe,tes,engineering_root_cause,evidence_updated_at,candidate_outcome,verdict,missed_winner_type,recommended_action,is_good_candidate,is_blocked
460e0f9667150b8eeada3394,2026-08-01,AAPL,,NO_ENTRY,2026-08-01 00:09:41,2026-08-01 00:57:08,9,0.0,5.0,35.22,LATE_ENTRY,28.61,-15.0,30.09,C,13.61,18.0,,,,RANGE_BOUND,,,NO_DIRECTIONAL_EDGE,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,NO_TRADE_MARKET_CLOSED,NO_TRADE_MARKET_CLOSED,,,,"[{'decision': 'NO_TRADE_MARKET_CLOSED', 'observed_at': '2026-08-01 00:09:41', 'scan_id': '2026-08-01_000919', 'reason': None, 'blocked_by': 'NO_DIRECTIONAL_EDGE'}]",,,,,False,NO_REPLAY,False,False,False,False,,,,,,2026-08-01T08:18:37,NEUTRAL,Neutral,,Observe; DO NOT CHANGE RULE.,False,True
b8e95f8260516e77c9524e39,2026-08-01,AAPL,NONE,NO_ENTRY,2026-08-01 09:18:32-04:00,2026-08-01 09:18:32-04:00,1,,,,,20.0,,,,20.0,4.0,INTRADAY,,,UNKNOWN,,,STALE_MARKET_DATA,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,AVOID,AVOID,,,,"[{'decision': 'AVOID', 'observed_at': '2026-08-01 09:18:32-04:00', 'scan_id': None, 'reason': 'Polygon delayed/stale feed', 'blocked_by': 'STALE_MARKET_DATA'}]",,,,,False,NO_REPLAY,False,False,False,False,,,,,,2026-08-01T08:18:37,NEUTRAL,Neutral,,Observe; DO NOT CHANGE RULE.,False,True
42c7f303ab5e3102afb3ff01,2026-08-01,AMAT,,NO_ENTRY,2026-08-01 00:09:41,2026-08-01 00:57:08,9,0.0,0.0,71.22,GOOD,32.4,30.0,75.85,B,62.4,11.0,,,,HIGH_VOLATILITY,,,NO_DIRECTIONAL_EDGE,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,NO_TRADE_MARKET_CLOSED,NO_TRADE_MARKET_CLOSED,,,,"[{'decision': 'NO_TRADE_MARKET_CLOSED', 'observed_at': '2026-08-01 00:09:41', 'scan_id': '2026-08-01_000919', 'reason': None, 'blocked_by': 'NO_DIRECTIONAL_EDGE'}]",,,,,False,NO_REPLAY,False,False,False,False,,,,,NO_DIRECTIONAL_EDGE,2026-08-01T08:18:37,NEUTRAL,Neutral,,Observe; DO NOT CHANGE RULE.,False,True
2a1d6bb3274dbc87e039d824,2026-08-01,AMAT,NONE,NO_ENTRY,2026-08-01 09:18:32-04:00,2026-08-01 09:18:32-04:00,1,,,,,20.0,,,,20.0,21.0,INTRADAY,,,UNKNOWN,,,STALE_MARKET_DATA,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,AVOID,AVOID,,,,"[{'decision': 'AVOID', 'observed_at': '2026-08-01 09:18:32-04:00', 'scan_id': None, 'reason': 'Polygon delayed/stale feed', 'blocked_by': 'STALE_MARKET_DATA'}]",,,,,False,NO_REPLAY,False,False,False,False,,,,,NO_DIRECTIONAL_EDGE,2026-08-01T08:18:37,NEUTRAL,Neutral,,Observe; DO NOT CHANGE RULE.,False,True
fb91789c04342c6bcd804c38,2026-08-01,AMD,,NO_ENTRY,2026-08-01 00:09:41,2026-08-01 00:57:08,9,0.0,38.0,12.62,LATE_ENTRY,27.02,-30.0,4.3,C,-2.98,22.0,,,,HIGH_VOLATILITY,,,NO_ENTRY_TRIGGER,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_STOCK_DATA,STALE_STOCK_DATA,,,,"[{'decision': 'STALE_STOCK_DATA', 'observed_at': '2026-08-01 00:09:41', 'scan_id': '2026-08-01_000919', 'reason': None, 'blocked_by': 'NO_ENTRY_TRIGGER'}]",,,,,False,NO_REPLAY,False,False,False,False,,,,,NO_ENTRY_TRIGGER,2026-08-01T08:18:37,NEUTRAL,Neutral,,Observe; DO NOT CHANGE RULE.,False,True
488eaa74540044dcb1b9fcfc,2026-08-01,AMD,NONE,NO_ENTRY,2026-08-01 09:18:32-04:00,2026-08-01 09:18:32-04:00,1,,,,,20.0,,,,20.0,9.0,INTRADAY,,,UNKNOWN,,,STALE_MARKET_DATA,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,AVOID,AVOID,,,,"[{'decision': 'AVOID', 'observed_at': '2026-08-01 09:18:32-04:00', 'scan_id': None, 'reason': 'Polygon delayed/stale feed', 'blocked_by': 'STALE_MARKET_DATA'}]",,,,,False,NO_REPLAY,False,False,False,False,,,,,NO_ENTRY_TRIGGER,2026-08-01T08:18:37,NEUTRAL,Neutral,,Observe; DO NOT CHANGE RULE.,False,True
de4268f424135349c937e214,2026-08-01,AMZN,,NO_ENTRY,2026-08-01 00:09:41,2026-08-01 00:57:08,9,0.0,14.0,76.2,GOOD,43.0,30.0,70.5,B,73.0,4.0,,,,RANGE_BOUND,,,NO_ENTRY_TRIGGER,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_STOCK_DATA,STALE_STOCK_DATA,,,,"[{'decision': 'STALE_STOCK_DATA', 'observed_at': '2026-08-01 00:09:41', 'scan_id': '2026-08-01_000919', 'reason': None, 'blocked_by': 'NO_ENTRY_TRIGGER'}]",,,,,False,NO_REPLAY,False,False,False,False,,,,,NO_ENTRY_TRIGGER,2026-08-01T08:18:37,NEUTRAL,Neutral,,Observe; DO NOT CHANGE RULE.,False,True
3005f06826f2551f2b6ed673,2026-08-01,AMZN,NONE,NO_ENTRY,2026-08-01 09:18:32-04:00,2026-08-01 09:18:32-04:00,1,,,,,20.0,,,,20.0,6.0,INTRADAY,,,UNKNOWN,,,STALE_MARKET_DATA,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,AVOID,AVOID,,,,"[{'decision': 'AVOID', 'observed_at': '2026-08-01 09:18:32-04:00', 'scan_id': None, 'reason': 'Polygon delayed/stale feed', 'blocked_by': 'STALE_MARKET_DATA'}]",,,,,False,NO_REPLAY,False,False,False,False,,,,,NO_ENTRY_TRIGGER,2026-08-01T08:18:37,NEUTRAL,Neutral,,Observe; DO NOT CHANGE RULE.,False,True
9b3fd34a8652ac575f226c20,2026-08-01,ARM,,EMA_REJECTION_SHORT,2026-08-01 00:09:41,2026-08-01 00:57:08,9,1.59,46.0,20.85,LATE_ENTRY,30.67,-30.0,9.64,C,0.67,21.0,,,,HIGH_VOLATILITY,BEARISH_TOP_1,,RISK_REJECTED,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,STALE_STOCK_DATA,STALE_STOCK_DATA,,,,"[{'decision': 'STALE_STOCK_DATA', 'observed_at': '2026-08-01 00:09:41', 'scan_id': '2026-08-01_000919', 'reason': None, 'blocked_by': 'RISK_REJECTED'}]",,,,,False,NO_REPLAY,False,False,False,False,,,,,RISK_REJECTED,2026-08-01T08:18:37,NEUTRAL,Neutral,,Observe; DO NOT CHANGE RULE.,False,True
5526896d433f41174f607b27,2026-08-01,ARM,NONE,NO_ENTRY,2026-08-01 09:18:32-04:00,2026-08-01 09:18:32-04:00,1,,,,,20.0,,,,20.0,18.0,INTRADAY,,,UNKNOWN,,,STALE_MARKET_DATA,NO_RECOMMENDATION,NOT_REQUESTED,NOT_REQUESTED,,NOT_CREATED,NO_LIFECYCLE_EVENT,NO_LIFECYCLE_EVENT,AVOID,AVOID,,,,"[{'decision': 'AVOID', 'observed_at': '2026-08-01 09:18:32-04:00', 'scan_id': None, 'reason': 'Polygon delayed/stale feed', 'blocked_by': 'STALE_MARKET_DATA'}]",,,,,False,NO_REPLAY,False,False,False,False,,,,,,2026-08-01T08:18:37,NEUTRAL,Neutral,,Observe; DO NOT CHANGE RULE.,False,True
